spread_line,result,normalized_modeled_prob
-13,-42,0.60%
-13,-41,0.78%
-13,-40,0.39%
-13,-39,0.45%
-13,-38,0.94%
-13,-37,0.46%
-13,-36,0.19%
-13,-35,0.59%
-13,-34,1.24%
-13,-33,0.66%
-13,-32,0.77%
-13,-31,1.53%
-13,-30,0.83%
-13,-29,0.97%
-13,-28,1.91%
-13,-27,0.98%
-13,-26,0.46%
-13,-25,1.27%
-13,-24,2.59%
-13,-23,1.40%
-13,-22,1.67%
-13,-21,3.31%
-13,-20,1.65%
-13,-19,0.71%
-13,-18,2.30%
-13,-17,4.88%
-13,-16,2.51%
-13,-15,3.49%
-13,-14,7.48%
-13,-13,3.60%
-13,-12,1.01%
-13,-11,2.93%
-13,-10,6.26%
-13,-9,3.02%
-13,-8,2.36%
-13,-7,4.52%
-13,-6,2.17%
-13,-5,0.72%
-13,-4,1.62%
-13,-3,3.19%
-13,-2,1.56%
-13,-1,0.51%
-13,0,0.09%
-13,1,0.44%
-13,2,1.07%
-13,3,2.08%
-13,4,1.01%
-13,5,0.36%
-13,6,0.79%
-13,7,1.54%
-13,8,0.77%
-13,9,0.66%
-13,10,1.24%
-13,11,0.58%
-13,12,0.18%
-13,13,0.45%
-13,14,0.94%
-13,15,0.44%
-13,16,0.38%
-13,17,0.77%
-13,18,0.34%
-13,19,0.08%
-13,20,0.27%
-13,21,0.60%
-13,22,0.27%
-13,23,0.24%
-13,24,0.51%
-13,25,0.21%
-13,26,0.04%
-13,27,0.17%
-13,28,0.41%
-13,29,0.18%
-13,30,0.16%
-13,31,0.35%
-13,32,0.14%
-13,33,0.02%
-13,34,0.12%
-13,35,0.29%
-13,36,0.12%
-13,37,0.01%
-13,38,0.00%
-13,39,0.00%
-13,40,0.00%
-13,41,0.00%
-13,42,0.00%
-13,43,0.00%
-13,44,0.00%
-13,45,0.00%
-13,46,0.00%
-13,47,0.00%
-13,48,0.00%
-13,49,0.00%
-13,50,0.00%
-13,51,0.00%
-13,52,0.00%
-13,53,0.00%
-13,54,0.00%
-13,55,0.00%
-13,56,0.00%
-13,57,0.00%
-13,58,0.00%
-13,59,0.00%
-13,60,0.00%
-13,61,0.00%
-13,62,0.00%
-13,63,0.00%
-13,64,0.00%
-13,65,0.00%
-13,66,0.00%
-13,67,0.00%
-13,68,0.00%
-13,69,0.00%
-13,70,0.00%
-13,71,0.00%
-13,72,0.00%
-13,73,0.00%
-13,74,0.00%
-12.5,-75,0.00%
-12.5,-74,0.00%
-12.5,-73,0.00%
-12.5,-72,0.00%
-12.5,-71,0.00%
-12.5,-70,0.00%
-12.5,-69,0.00%
-12.5,-68,0.00%
-12.5,-67,0.00%
-12.5,-66,0.00%
-12.5,-65,0.00%
-12.5,-64,0.00%
-12.5,-63,0.00%
-12.5,-62,0.00%
-12.5,-61,0.00%
-12.5,-60,0.00%
-12.5,-59,0.00%
-12.5,-58,0.00%
-12.5,-57,0.00%
-12.5,-56,0.00%
-12.5,-55,0.00%
-12.5,-54,0.01%
-12.5,-53,0.01%
-12.5,-52,0.01%
-12.5,-51,0.01%
-12.5,-50,0.01%
-12.5,-49,0.02%
-12.5,-48,0.02%
-12.5,-47,0.02%
-12.5,-46,0.03%
-12.5,-45,0.05%
-12.5,-44,0.29%
-12.5,-43,0.69%
-12.5,-42,0.59%
-12.5,-41,0.78%
-12.5,-40,0.38%
-12.5,-39,0.44%
-12.5,-38,0.93%
-12.5,-37,0.45%
-12.5,-36,0.18%
-12.5,-35,0.58%
-12.5,-34,1.22%
-12.5,-33,0.65%
-12.5,-32,0.76%
-12.5,-31,1.51%
-12.5,-30,0.82%
-12.5,-29,0.96%
-12.5,-28,1.88%
-12.5,-27,0.97%
-12.5,-26,0.46%
-12.5,-25,1.25%
-12.5,-24,2.54%
-12.5,-23,1.38%
-12.5,-22,1.64%
-12.5,-21,3.25%
-12.5,-20,1.62%
-12.5,-19,0.70%
-12.5,-18,2.24%
-12.5,-17,4.73%
-12.5,-16,2.44%
-12.5,-15,3.29%
-12.5,-14,6.98%
-12.5,-13,3.19%
-12.5,-12,1.00%
-12.5,-11,3.08%
-12.5,-10,6.64%
-12.5,-9,3.18%
-12.5,-8,2.45%
-12.5,-7,4.72%
-12.5,-6,2.25%
-12.5,-5,0.74%
-12.5,-4,1.67%
-12.5,-3,3.30%
-12.5,-2,1.61%
-12.5,-1,0.52%
-12.5,0,0.08%
-12.5,1,0.45%
-12.5,2,1.11%
-12.5,3,2.14%
-12.5,4,1.05%
-12.5,5,0.37%
-12.5,6,0.81%
-12.5,7,1.59%
-12.5,8,0.79%
-12.5,9,0.68%
-12.5,10,1.28%
-12.5,11,0.60%
-12.5,12,0.18%
-12.5,13,0.47%
-12.5,14,0.97%
-12.5,15,0.46%
-12.5,16,0.39%
-12.5,17,0.79%
-12.5,18,0.35%
-12.5,19,0.08%
-12.5,20,0.28%
-12.5,21,0.62%
-12.5,22,0.28%
-12.5,23,0.24%
-12.5,24,0.52%
-12.5,25,0.22%
-12.5,26,0.04%
-12.5,27,0.18%
-12.5,28,0.42%
-12.5,29,0.18%
-12.5,30,0.16%
-12.5,31,0.36%
-12.5,32,0.15%
-12.5,33,0.02%
-12.5,34,0.12%
-12.5,35,0.29%
-12.5,36,0.12%
-12.5,37,0.01%
-12.5,38,0.00%
-12.5,39,0.00%
-12.5,40,0.00%
-12.5,41,0.00%
-12.5,42,0.00%
-12.5,43,0.00%
-12.5,44,0.00%
-12.5,45,0.00%
-12.5,46,0.00%
-12.5,47,0.00%
-12.5,48,0.00%
-12.5,49,0.00%
-12.5,50,0.00%
-12.5,51,0.00%
-12.5,52,0.00%
-12.5,53,0.00%
-12.5,54,0.00%
-12.5,55,0.00%
-12.5,56,0.00%
-12.5,57,0.00%
-12.5,58,0.00%
-12.5,59,0.00%
-12.5,60,0.00%
-12.5,61,0.00%
-12.5,62,0.00%
-12.5,63,0.00%
-12.5,64,0.00%
-12.5,65,0.00%
-12.5,66,0.00%
-12.5,67,0.00%
-12.5,68,0.00%
-12.5,69,0.00%
-12.5,70,0.00%
-12.5,71,0.00%
-12.5,72,0.00%
-12.5,73,0.00%
-12.5,74,0.00%
-12,-75,0.00%
-12,-74,0.00%
-12,-73,0.00%
-12,-72,0.00%
-12,-71,0.00%
-12,-70,0.00%
-12,-69,0.00%
-12,-68,0.00%
-12,-67,0.00%
-12,-66,0.00%
-12,-65,0.00%
-12,-64,0.00%
-12,-63,0.00%
-12,-62,0.00%
-12,-61,0.00%
-12,-60,0.00%
-12,-59,0.00%
-12,-58,0.00%
-12,-57,0.00%
-12,-56,0.00%
-12,-55,0.00%
-12,-54,0.01%
-12,-53,0.01%
-12,-52,0.01%
-12,-51,0.01%
-12,-50,0.01%
-12,-49,0.02%
-12,-48,0.02%
-12,-47,0.02%
-12,-46,0.03%
-12,-45,0.05%
-12,-44,0.30%
-12,-43,0.69%
-12,-42,0.60%
-12,-41,0.78%
-12,-40,0.38%
-12,-39,0.44%
-12,-38,0.93%
-12,-37,0.45%
-12,-36,0.18%
-12,-35,0.58%
-12,-34,1.23%
-12,-33,0.65%
-12,-32,0.76%
-12,-31,1.52%
-12,-30,0.82%
-12,-29,0.96%
-12,-28,1.89%
-12,-27,0.97%
-12,-26,0.46%
-12,-25,1.25%
-12,-24,2.55%
-12,-23,1.38%
-12,-22,1.64%
-12,-21,3.24%
-12,-20,1.63%
-12,-19,0.71%
-12,-18,2.22%
-12,-17,4.67%
-12,-16,2.42%
-12,-15,3.19%
-12,-14,6.72%
-12,-13,3.10%
-12,-12,0.94%
-12,-11,3.14%
-12,-10,6.81%
-12,-9,3.24%
-12,-8,2.45%
-12,-7,4.74%
-12,-6,2.25%
-12,-5,0.72%
-12,-4,1.65%
-12,-3,3.28%
-12,-2,1.60%
-12,-1,0.52%
-12,0,0.08%
-12,1,0.45%
-12,2,1.10%
-12,3,2.13%
-12,4,1.04%
-12,5,0.37%
-12,6,0.81%
-12,7,1.57%
-12,8,0.79%
-12,9,0.67%
-12,10,1.26%
-12,11,0.60%
-12,12,0.19%
-12,13,0.46%
-12,14,0.95%
-12,15,0.45%
-12,16,0.39%
-12,17,0.78%
-12,18,0.35%
-12,19,0.08%
-12,20,0.27%
-12,21,0.61%
-12,22,0.27%
-12,23,0.24%
-12,24,0.51%
-12,25,0.22%
-12,26,0.04%
-12,27,0.17%
-12,28,0.41%
-12,29,0.18%
-12,30,0.16%
-12,31,0.35%
-12,32,0.14%
-12,33,0.02%
-12,34,0.12%
-12,35,0.29%
-12,36,0.12%
-12,37,0.11%
-12,38,0.25%
-12,39,0.10%
-12,40,0.01%
-12,41,0.00%
-12,42,0.00%
-12,43,0.00%
-12,44,0.00%
-12,45,0.00%
-12,46,0.00%
-12,47,0.00%
-12,48,0.00%
-12,49,0.00%
-12,50,0.00%
-12,51,0.00%
-12,52,0.00%
-12,53,0.00%
-12,54,0.00%
-12,55,0.00%
-12,56,0.00%
-12,57,0.00%
-12,58,0.00%
-12,59,0.00%
-12,60,0.00%
-12,61,0.00%
-12,62,0.00%
-12,63,0.00%
-12,64,0.00%
-12,65,0.00%
-12,66,0.00%
-12,67,0.00%
-12,68,0.00%
-12,69,0.00%
-12,70,0.00%
-12,71,0.00%
-12,72,0.00%
-12,73,0.00%
-12,74,0.00%
-11.5,-75,0.00%
-11.5,-74,0.00%
-11.5,-73,0.00%
-11.5,-72,0.00%
-11.5,-71,0.00%
-11.5,-70,0.00%
-11.5,-69,0.00%
-11.5,-68,0.00%
-11.5,-67,0.00%
-11.5,-66,0.00%
-11.5,-65,0.00%
-11.5,-64,0.00%
-11.5,-63,0.00%
-11.5,-62,0.00%
-11.5,-61,0.00%
-11.5,-60,0.00%
-11.5,-59,0.00%
-11.5,-58,0.00%
-11.5,-57,0.00%
-11.5,-56,0.00%
-11.5,-55,0.00%
-11.5,-54,0.01%
-11.5,-53,0.01%
-11.5,-52,0.01%
-11.5,-51,0.01%
-11.5,-50,0.01%
-11.5,-49,0.01%
-11.5,-48,0.02%
-11.5,-47,0.02%
-11.5,-46,0.03%
-11.5,-45,0.05%
-11.5,-44,0.30%
-11.5,-43,0.70%
-11.5,-42,0.60%
-11.5,-41,0.79%
-11.5,-40,0.38%
-11.5,-39,0.44%
-11.5,-38,0.94%
-11.5,-37,0.45%
-11.5,-36,0.18%
-11.5,-35,0.58%
-11.5,-34,1.23%
-11.5,-33,0.65%
-11.5,-32,0.76%
-11.5,-31,1.52%
-11.5,-30,0.82%
-11.5,-29,0.96%
-11.5,-28,1.89%
-11.5,-27,0.97%
-11.5,-26,0.46%
-11.5,-25,1.25%
-11.5,-24,2.55%
-11.5,-23,1.38%
-11.5,-22,1.64%
-11.5,-21,3.23%
-11.5,-20,1.63%
-11.5,-19,0.72%
-11.5,-18,2.20%
-11.5,-17,4.61%
-11.5,-16,2.40%
-11.5,-15,3.11%
-11.5,-14,6.49%
-11.5,-13,3.02%
-11.5,-12,0.97%
-11.5,-11,3.23%
-11.5,-10,7.08%
-11.5,-9,3.34%
-11.5,-8,2.47%
-11.5,-7,4.80%
-11.5,-6,2.27%
-11.5,-5,0.71%
-11.5,-4,1.65%
-11.5,-3,3.29%
-11.5,-2,1.60%
-11.5,-1,0.51%
-11.5,0,0.08%
-11.5,1,0.45%
-11.5,2,1.10%
-11.5,3,2.12%
-11.5,4,1.04%
-11.5,5,0.38%
-11.5,6,0.81%
-11.5,7,1.57%
-11.5,8,0.79%
-11.5,9,0.67%
-11.5,10,1.26%
-11.5,11,0.60%
-11.5,12,0.19%
-11.5,13,0.46%
-11.5,14,0.95%
-11.5,15,0.45%
-11.5,16,0.39%
-11.5,17,0.77%
-11.5,18,0.35%
-11.5,19,0.08%
-11.5,20,0.27%
-11.5,21,0.60%
-11.5,22,0.27%
-11.5,23,0.24%
-11.5,24,0.50%
-11.5,25,0.21%
-11.5,26,0.04%
-11.5,27,0.17%
-11.5,28,0.40%
-11.5,29,0.18%
-11.5,30,0.16%
-11.5,31,0.34%
-11.5,32,0.14%
-11.5,33,0.02%
-11.5,34,0.12%
-11.5,35,0.28%
-11.5,36,0.12%
-11.5,37,0.11%
-11.5,38,0.25%
-11.5,39,0.10%
-11.5,40,0.01%
-11.5,41,0.00%
-11.5,42,0.00%
-11.5,43,0.00%
-11.5,44,0.00%
-11.5,45,0.00%
-11.5,46,0.00%
-11.5,47,0.00%
-11.5,48,0.00%
-11.5,49,0.00%
-11.5,50,0.00%
-11.5,51,0.00%
-11.5,52,0.00%
-11.5,53,0.00%
-11.5,54,0.00%
-11.5,55,0.00%
-11.5,56,0.00%
-11.5,57,0.00%
-11.5,58,0.00%
-11.5,59,0.00%
-11.5,60,0.00%
-11.5,61,0.00%
-11.5,62,0.00%
-11.5,63,0.00%
-11.5,64,0.00%
-11.5,65,0.00%
-11.5,66,0.00%
-11.5,67,0.00%
-11.5,68,0.00%
-11.5,69,0.00%
-11.5,70,0.00%
-11.5,71,0.00%
-11.5,72,0.00%
-11.5,73,0.00%
-11.5,74,0.00%
-11,-75,0.00%
-11,-74,0.00%
-11,-73,0.00%
-11,-72,0.00%
-11,-71,0.00%
-11,-70,0.00%
-11,-69,0.00%
-11,-68,0.00%
-11,-67,0.00%
-11,-66,0.00%
-11,-65,0.00%
-11,-64,0.00%
-11,-63,0.00%
-11,-62,0.00%
-11,-61,0.00%
-11,-60,0.00%
-11,-59,0.00%
-11,-58,0.00%
-11,-57,0.00%
-11,-56,0.00%
-11,-55,0.00%
-11,-54,0.00%
-11,-53,0.01%
-11,-52,0.01%
-11,-51,0.01%
-11,-50,0.01%
-11,-49,0.01%
-11,-48,0.02%
-11,-47,0.02%
-11,-46,0.02%
-11,-45,0.05%
-11,-44,0.29%
-11,-43,0.68%
-11,-42,0.58%
-11,-41,0.77%
-11,-40,0.37%
-11,-39,0.43%
-11,-38,0.91%
-11,-37,0.44%
-11,-36,0.17%
-11,-35,0.56%
-11,-34,1.20%
-11,-33,0.63%
-11,-32,0.74%
-11,-31,1.48%
-11,-30,0.80%
-11,-29,0.93%
-11,-28,1.83%
-11,-27,0.95%
-11,-26,0.44%
-11,-25,1.22%
-11,-24,2.47%
-11,-23,1.34%
-11,-22,1.59%
-11,-21,3.12%
-11,-20,1.58%
-11,-19,0.71%
-11,-18,2.12%
-11,-17,4.43%
-11,-16,2.31%
-11,-15,2.95%
-11,-14,6.13%
-11,-13,2.87%
-11,-12,0.99%
-11,-11,3.60%
-11,-10,7.60%
-11,-9,3.55%
-11,-8,2.55%
-11,-7,4.96%
-11,-6,2.33%
-11,-5,0.72%
-11,-4,1.68%
-11,-3,3.36%
-11,-2,1.63%
-11,-1,0.52%
-11,0,0.08%
-11,1,0.45%
-11,2,1.12%
-11,3,2.16%
-11,4,1.06%
-11,5,0.38%
-11,6,0.82%
-11,7,1.59%
-11,8,0.80%
-11,9,0.69%
-11,10,1.28%
-11,11,0.61%
-11,12,0.19%
-11,13,0.47%
-11,14,0.96%
-11,15,0.46%
-11,16,0.40%
-11,17,0.78%
-11,18,0.35%
-11,19,0.09%
-11,20,0.28%
-11,21,0.61%
-11,22,0.28%
-11,23,0.24%
-11,24,0.51%
-11,25,0.22%
-11,26,0.04%
-11,27,0.17%
-11,28,0.40%
-11,29,0.18%
-11,30,0.16%
-11,31,0.35%
-11,32,0.14%
-11,33,0.02%
-11,34,0.12%
-11,35,0.28%
-11,36,0.12%
-11,37,0.11%
-11,38,0.25%
-11,39,0.10%
-11,40,0.01%
-11,41,0.00%
-11,42,0.00%
-11,43,0.00%
-11,44,0.00%
-11,45,0.00%
-11,46,0.00%
-11,47,0.00%
-11,48,0.00%
-11,49,0.00%
-11,50,0.00%
-11,51,0.00%
-11,52,0.00%
-11,53,0.00%
-11,54,0.00%
-11,55,0.00%
-11,56,0.00%
-11,57,0.00%
-11,58,0.00%
-11,59,0.00%
-11,60,0.00%
-11,61,0.00%
-11,62,0.00%
-11,63,0.00%
-11,64,0.00%
-11,65,0.00%
-11,66,0.00%
-11,67,0.00%
-11,68,0.00%
-11,69,0.00%
-11,70,0.00%
-11,71,0.00%
-11,72,0.00%
-11,73,0.00%
-11,74,0.00%
-10.5,-75,0.00%
-10.5,-74,0.00%
-10.5,-73,0.00%
-10.5,-72,0.00%
-10.5,-71,0.00%
-10.5,-70,0.00%
-10.5,-69,0.00%
-10.5,-68,0.00%
-10.5,-67,0.00%
-10.5,-66,0.00%
-10.5,-65,0.00%
-10.5,-64,0.00%
-10.5,-63,0.00%
-10.5,-62,0.00%
-10.5,-61,0.00%
-10.5,-60,0.00%
-10.5,-59,0.00%
-10.5,-58,0.00%
-10.5,-57,0.00%
-10.5,-56,0.00%
-10.5,-55,0.00%
-10.5,-54,0.00%
-10.5,-53,0.01%
-10.5,-52,0.01%
-10.5,-51,0.01%
-10.5,-50,0.01%
-10.5,-49,0.01%
-10.5,-48,0.01%
-10.5,-47,0.02%
-10.5,-46,0.02%
-10.5,-45,0.04%
-10.5,-44,0.28%
-10.5,-43,0.66%
-10.5,-42,0.56%
-10.5,-41,0.74%
-10.5,-40,0.36%
-10.5,-39,0.41%
-10.5,-38,0.88%
-10.5,-37,0.42%
-10.5,-36,0.16%
-10.5,-35,0.54%
-10.5,-34,1.15%
-10.5,-33,0.60%
-10.5,-32,0.70%
-10.5,-31,1.42%
-10.5,-30,0.76%
-10.5,-29,0.89%
-10.5,-28,1.76%
-10.5,-27,0.91%
-10.5,-26,0.42%
-10.5,-25,1.16%
-10.5,-24,2.36%
-10.5,-23,1.29%
-10.5,-22,1.52%
-10.5,-21,2.98%
-10.5,-20,1.51%
-10.5,-19,0.68%
-10.5,-18,2.02%
-10.5,-17,4.19%
-10.5,-16,2.20%
-10.5,-15,2.78%
-10.5,-14,5.72%
-10.5,-13,2.70%
-10.5,-12,1.00%
-10.5,-11,4.15%
-10.5,-10,8.33%
-10.5,-9,3.85%
-10.5,-8,2.64%
-10.5,-7,5.14%
-10.5,-6,2.40%
-10.5,-5,0.72%
-10.5,-4,1.71%
-10.5,-3,3.44%
-10.5,-2,1.67%
-10.5,-1,0.52%
-10.5,0,0.07%
-10.5,1,0.46%
-10.5,2,1.13%
-10.5,3,2.20%
-10.5,4,1.08%
-10.5,5,0.39%
-10.5,6,0.84%
-10.5,7,1.62%
-10.5,8,0.82%
-10.5,9,0.70%
-10.5,10,1.30%
-10.5,11,0.62%
-10.5,12,0.20%
-10.5,13,0.48%
-10.5,14,0.97%
-10.5,15,0.47%
-10.5,16,0.40%
-10.5,17,0.79%
-10.5,18,0.36%
-10.5,19,0.09%
-10.5,20,0.28%
-10.5,21,0.61%
-10.5,22,0.28%
-10.5,23,0.24%
-10.5,24,0.51%
-10.5,25,0.22%
-10.5,26,0.04%
-10.5,27,0.17%
-10.5,28,0.41%
-10.5,29,0.18%
-10.5,30,0.16%
-10.5,31,0.35%
-10.5,32,0.14%
-10.5,33,0.02%
-10.5,34,0.12%
-10.5,35,0.28%
-10.5,36,0.12%
-10.5,37,0.11%
-10.5,38,0.25%
-10.5,39,0.10%
-10.5,40,0.01%
-10.5,41,0.00%
-10.5,42,0.00%
-10.5,43,0.00%
-10.5,44,0.00%
-10.5,45,0.00%
-10.5,46,0.00%
-10.5,47,0.00%
-10.5,48,0.00%
-10.5,49,0.00%
-10.5,50,0.00%
-10.5,51,0.00%
-10.5,52,0.00%
-10.5,53,0.00%
-10.5,54,0.00%
-10.5,55,0.00%
-10.5,56,0.00%
-10.5,57,0.00%
-10.5,58,0.00%
-10.5,59,0.00%
-10.5,60,0.00%
-10.5,61,0.00%
-10.5,62,0.00%
-10.5,63,0.00%
-10.5,64,0.00%
-10.5,65,0.00%
-10.5,66,0.00%
-10.5,67,0.00%
-10.5,68,0.00%
-10.5,69,0.00%
-10.5,70,0.00%
-10.5,71,0.00%
-10.5,72,0.00%
-10.5,73,0.00%
-10.5,74,0.00%
-10,-75,0.00%
-10,-74,0.00%
-10,-73,0.00%
-10,-72,0.00%
-10,-71,0.00%
-10,-70,0.00%
-10,-69,0.00%
-10,-68,0.00%
-10,-67,0.00%
-10,-66,0.00%
-10,-65,0.00%
-10,-64,0.00%
-10,-63,0.00%
-10,-62,0.00%
-10,-61,0.00%
-10,-60,0.00%
-10,-59,0.00%
-10,-58,0.00%
-10,-57,0.00%
-10,-56,0.00%
-10,-55,0.00%
-10,-54,0.00%
-10,-53,0.00%
-10,-52,0.01%
-10,-51,0.01%
-10,-50,0.01%
-10,-49,0.01%
-10,-48,0.01%
-10,-47,0.01%
-10,-46,0.02%
-10,-45,0.04%
-10,-44,0.24%
-10,-43,0.58%
-10,-42,0.50%
-10,-41,0.65%
-10,-40,0.31%
-10,-39,0.36%
-10,-38,0.77%
-10,-37,0.37%
-10,-36,0.14%
-10,-35,0.47%
-10,-34,1.01%
-10,-33,0.53%
-10,-32,0.62%
-10,-31,1.25%
-10,-30,0.67%
-10,-29,0.78%
-10,-28,1.54%
-10,-27,0.79%
-10,-26,0.37%
-10,-25,1.02%
-10,-24,2.07%
-10,-23,1.13%
-10,-22,1.33%
-10,-21,2.61%
-10,-20,1.33%
-10,-19,0.60%
-10,-18,1.76%
-10,-17,3.65%
-10,-16,1.92%
-10,-15,2.40%
-10,-14,4.92%
-10,-13,2.34%
-10,-12,0.96%
-10,-11,4.63%
-10,-10,10.52%
-10,-9,4.75%
-10,-8,2.86%
-10,-7,5.53%
-10,-6,2.57%
-10,-5,0.75%
-10,-4,1.79%
-10,-3,3.64%
-10,-2,1.76%
-10,-1,0.54%
-10,0,0.08%
-10,1,0.48%
-10,2,1.19%
-10,3,2.31%
-10,4,1.13%
-10,5,0.41%
-10,6,0.88%
-10,7,1.70%
-10,8,0.86%
-10,9,0.73%
-10,10,1.36%
-10,11,0.65%
-10,12,0.21%
-10,13,0.51%
-10,14,1.02%
-10,15,0.49%
-10,16,0.42%
-10,17,0.83%
-10,18,0.38%
-10,19,0.10%
-10,20,0.29%
-10,21,0.64%
-10,22,0.29%
-10,23,0.25%
-10,24,0.53%
-10,25,0.23%
-10,26,0.04%
-10,27,0.18%
-10,28,0.42%
-10,29,0.19%
-10,30,0.16%
-10,31,0.36%
-10,32,0.15%
-10,33,0.02%
-10,34,0.12%
-10,35,0.29%
-10,36,0.13%
-10,37,0.11%
-10,38,0.25%
-10,39,0.10%
-10,40,0.01%
-10,41,0.00%
-10,42,0.00%
-10,43,0.00%
-10,44,0.00%
-10,45,0.00%
-10,46,0.00%
-10,47,0.00%
-10,48,0.00%
-10,49,0.00%
-10,50,0.00%
-10,51,0.00%
-10,52,0.00%
-10,53,0.00%
-10,54,0.00%
-10,55,0.00%
-10,56,0.00%
-10,57,0.00%
-10,58,0.00%
-10,59,0.00%
-10,60,0.00%
-10,61,0.00%
-10,62,0.00%
-10,63,0.00%
-10,64,0.00%
-10,65,0.00%
-10,66,0.00%
-10,67,0.00%
-10,68,0.00%
-10,69,0.00%
-10,70,0.00%
-10,71,0.00%
-10,72,0.00%
-10,73,0.00%
-10,74,0.00%
-9.5,-75,0.00%
-9.5,-74,0.00%
-9.5,-73,0.00%
-9.5,-72,0.00%
-9.5,-71,0.00%
-9.5,-70,0.00%
-9.5,-69,0.00%
-9.5,-68,0.00%
-9.5,-67,0.00%
-9.5,-66,0.00%
-9.5,-65,0.00%
-9.5,-64,0.00%
-9.5,-63,0.00%
-9.5,-62,0.00%
-9.5,-61,0.00%
-9.5,-60,0.00%
-9.5,-59,0.00%
-9.5,-58,0.00%
-9.5,-57,0.00%
-9.5,-56,0.00%
-9.5,-55,0.00%
-9.5,-54,0.00%
-9.5,-53,0.00%
-9.5,-52,0.00%
-9.5,-51,0.01%
-9.5,-50,0.01%
-9.5,-49,0.01%
-9.5,-48,0.01%
-9.5,-47,0.01%
-9.5,-46,0.02%
-9.5,-45,0.03%
-9.5,-44,0.23%
-9.5,-43,0.56%
-9.5,-42,0.47%
-9.5,-41,0.62%
-9.5,-40,0.30%
-9.5,-39,0.35%
-9.5,-38,0.74%
-9.5,-37,0.35%
-9.5,-36,0.13%
-9.5,-35,0.45%
-9.5,-34,0.96%
-9.5,-33,0.50%
-9.5,-32,0.59%
-9.5,-31,1.19%
-9.5,-30,0.63%
-9.5,-29,0.74%
-9.5,-28,1.47%
-9.5,-27,0.75%
-9.5,-26,0.35%
-9.5,-25,0.97%
-9.5,-24,1.97%
-9.5,-23,1.07%
-9.5,-22,1.26%
-9.5,-21,2.47%
-9.5,-20,1.27%
-9.5,-19,0.58%
-9.5,-18,1.67%
-9.5,-17,3.44%
-9.5,-16,1.82%
-9.5,-15,2.25%
-9.5,-14,4.60%
-9.5,-13,2.20%
-9.5,-12,0.88%
-9.5,-11,3.73%
-9.5,-10,8.34%
-9.5,-9,4.29%
-9.5,-8,3.24%
-9.5,-7,6.47%
-9.5,-6,2.99%
-9.5,-5,0.85%
-9.5,-4,2.05%
-9.5,-3,4.17%
-9.5,-2,2.01%
-9.5,-1,0.61%
-9.5,0,0.08%
-9.5,1,0.54%
-9.5,2,1.35%
-9.5,3,2.63%
-9.5,4,1.29%
-9.5,5,0.47%
-9.5,6,1.00%
-9.5,7,1.93%
-9.5,8,0.98%
-9.5,9,0.84%
-9.5,10,1.55%
-9.5,11,0.74%
-9.5,12,0.25%
-9.5,13,0.58%
-9.5,14,1.16%
-9.5,15,0.56%
-9.5,16,0.48%
-9.5,17,0.94%
-9.5,18,0.43%
-9.5,19,0.11%
-9.5,20,0.33%
-9.5,21,0.72%
-9.5,22,0.33%
-9.5,23,0.29%
-9.5,24,0.60%
-9.5,25,0.26%
-9.5,26,0.05%
-9.5,27,0.21%
-9.5,28,0.48%
-9.5,29,0.21%
-9.5,30,0.18%
-9.5,31,0.40%
-9.5,32,0.17%
-9.5,33,0.03%
-9.5,34,0.14%
-9.5,35,0.33%
-9.5,36,0.14%
-9.5,37,0.13%
-9.5,38,0.29%
-9.5,39,0.12%
-9.5,40,0.01%
-9.5,41,0.00%
-9.5,42,0.00%
-9.5,43,0.00%
-9.5,44,0.00%
-9.5,45,0.00%
-9.5,46,0.00%
-9.5,47,0.00%
-9.5,48,0.00%
-9.5,49,0.00%
-9.5,50,0.00%
-9.5,51,0.00%
-9.5,52,0.00%
-9.5,53,0.00%
-9.5,54,0.00%
-9.5,55,0.00%
-9.5,56,0.00%
-9.5,57,0.00%
-9.5,58,0.00%
-9.5,59,0.00%
-9.5,60,0.00%
-9.5,61,0.00%
-9.5,62,0.00%
-9.5,63,0.00%
-9.5,64,0.00%
-9.5,65,0.00%
-9.5,66,0.00%
-9.5,67,0.00%
-9.5,68,0.00%
-9.5,69,0.00%
-9.5,70,0.00%
-9.5,71,0.00%
-9.5,72,0.00%
-9.5,73,0.00%
-9.5,74,0.00%
-9,-75,0.00%
-9,-74,0.00%
-9,-73,0.00%
-9,-72,0.00%
-9,-71,0.00%
-9,-70,0.00%
-9,-69,0.00%
-9,-68,0.00%
-9,-67,0.00%
-9,-66,0.00%
-9,-65,0.00%
-9,-64,0.00%
-9,-63,0.00%
-9,-62,0.00%
-9,-61,0.00%
-9,-60,0.00%
-9,-59,0.00%
-9,-58,0.00%
-9,-57,0.00%
-9,-56,0.00%
-9,-55,0.00%
-9,-54,0.00%
-9,-53,0.00%
-9,-52,0.00%
-9,-51,0.01%
-9,-50,0.01%
-9,-49,0.01%
-9,-48,0.01%
-9,-47,0.01%
-9,-46,0.01%
-9,-45,0.03%
-9,-44,0.23%
-9,-43,0.55%
-9,-42,0.47%
-9,-41,0.62%
-9,-40,0.29%
-9,-39,0.34%
-9,-38,0.73%
-9,-37,0.34%
-9,-36,0.12%
-9,-35,0.44%
-9,-34,0.95%
-9,-33,0.49%
-9,-32,0.57%
-9,-31,1.17%
-9,-30,0.62%
-9,-29,0.72%
-9,-28,1.44%
-9,-27,0.74%
