spread_line,result,normalized_modeled_prob
-5,-10,4.54%
-5,-9,2.35%
-5,-8,3.10%
-5,-7,6.52%
-5,-6,3.01%
-5,-5,0.95%
-5,-4,3.32%
-5,-3,7.21%
-5,-2,3.31%
-5,-1,0.80%
-5,0,0.09%
-5,1,0.71%
-5,2,1.98%
-5,3,3.97%
-5,4,1.93%
-5,5,0.67%
-5,6,1.46%
-5,7,2.85%
-5,8,1.45%
-5,9,1.23%
-5,10,2.25%
-5,11,1.10%
-5,12,0.40%
-5,13,0.86%
-5,14,1.67%
-5,15,0.83%
-5,16,0.71%
-5,17,1.34%
-5,18,0.63%
-5,19,0.20%
-5,20,0.49%
-5,21,1.01%
-5,22,0.48%
-5,23,0.41%
-5,24,0.83%
-5,25,0.37%
-5,26,0.09%
-5,27,0.29%
-5,28,0.64%
-5,29,0.29%
-5,30,0.25%
-5,31,0.54%
-5,32,0.23%
-5,33,0.04%
-5,34,0.18%
-5,35,0.43%
-5,36,0.19%
-5,37,0.17%
-5,38,0.37%
-5,39,0.16%
-5,40,0.14%
-5,41,0.32%
-5,42,0.13%
-5,43,0.02%
-5,44,0.11%
-5,45,0.26%
-5,46,0.11%
-5,47,0.01%
-5,48,0.00%
-5,49,0.00%
-5,50,0.00%
-5,51,0.00%
-5,52,0.00%
-5,53,0.00%
-5,54,0.00%
-5,55,0.00%
-5,56,0.00%
-5,57,0.00%
-5,58,0.00%
-5,59,0.00%
-5,60,0.00%
-5,61,0.00%
-5,62,0.00%
-5,63,0.00%
-5,64,0.00%
-5,65,0.00%
-5,66,0.00%
-5,67,0.00%
-5,68,0.00%
-5,69,0.00%
-5,70,0.00%
-5,71,0.00%
-5,72,0.00%
-5,73,0.00%
-5,74,0.00%
-4.5,-75,0.00%
-4.5,-74,0.00%
-4.5,-73,0.00%
-4.5,-72,0.00%
-4.5,-71,0.00%
-4.5,-70,0.00%
-4.5,-69,0.00%
-4.5,-68,0.00%
-4.5,-67,0.00%
-4.5,-66,0.00%
-4.5,-65,0.00%
-4.5,-64,0.00%
-4.5,-63,0.00%
-4.5,-62,0.00%
-4.5,-61,0.00%
-4.5,-60,0.00%
-4.5,-59,0.00%
-4.5,-58,0.00%
-4.5,-57,0.00%
-4.5,-56,0.00%
-4.5,-55,0.00%
-4.5,-54,0.00%
-4.5,-53,0.00%
-4.5,-52,0.00%
-4.5,-51,0.00%
-4.5,-50,0.00%
-4.5,-49,0.00%
-4.5,-48,0.00%
-4.5,-47,0.00%
-4.5,-46,0.01%
-4.5,-45,0.02%
-4.5,-44,0.18%
-4.5,-43,0.45%
-4.5,-42,0.38%
-4.5,-41,0.50%
-4.5,-40,0.23%
-4.5,-39,0.26%
-4.5,-38,0.58%
-4.5,-37,0.26%
-4.5,-36,0.08%
-4.5,-35,0.33%
-4.5,-34,0.75%
-4.5,-33,0.37%
-4.5,-32,0.43%
-4.5,-31,0.91%
-4.5,-30,0.47%
-4.5,-29,0.54%
-4.5,-28,1.11%
-4.5,-27,0.55%
-4.5,-26,0.24%
-4.5,-25,0.71%
-4.5,-24,1.48%
-4.5,-23,0.80%
-4.5,-22,0.93%
-4.5,-21,1.83%
-4.5,-20,0.95%
-4.5,-19,0.44%
-4.5,-18,1.22%
-4.5,-17,2.47%
-4.5,-16,1.34%
-4.5,-15,1.59%
-4.5,-14,3.13%
-4.5,-13,1.58%
-4.5,-12,0.70%
-4.5,-11,2.14%
-4.5,-10,4.48%
-4.5,-9,2.33%
-4.5,-8,3.02%
-4.5,-7,6.31%
-4.5,-6,2.93%
-4.5,-5,0.95%
-4.5,-4,3.43%
-4.5,-3,7.51%
-4.5,-2,3.42%
-4.5,-1,0.79%
-4.5,0,0.08%
-4.5,1,0.70%
-4.5,2,1.98%
-4.5,3,4.00%
-4.5,4,1.93%
-4.5,5,0.67%
-4.5,6,1.46%
-4.5,7,2.85%
-4.5,8,1.45%
-4.5,9,1.23%
-4.5,10,2.25%
-4.5,11,1.10%
-4.5,12,0.40%
-4.5,13,0.86%
-4.5,14,1.66%
-4.5,15,0.83%
-4.5,16,0.71%
-4.5,17,1.34%
-4.5,18,0.63%
-4.5,19,0.20%
-4.5,20,0.49%
-4.5,21,1.01%
-4.5,22,0.48%
-4.5,23,0.41%
-4.5,24,0.82%
-4.5,25,0.37%
-4.5,26,0.09%
-4.5,27,0.29%
-4.5,28,0.64%
-4.5,29,0.29%
-4.5,30,0.25%
-4.5,31,0.53%
-4.5,32,0.23%
-4.5,33,0.04%
-4.5,34,0.18%
-4.5,35,0.43%
-4.5,36,0.19%
-4.5,37,0.16%
-4.5,38,0.37%
-4.5,39,0.16%
-4.5,40,0.14%
-4.5,41,0.31%
-4.5,42,0.13%
-4.5,43,0.02%
-4.5,44,0.11%
-4.5,45,0.26%
-4.5,46,0.11%
-4.5,47,0.01%
-4.5,48,0.00%
-4.5,49,0.00%
-4.5,50,0.00%
-4.5,51,0.00%
-4.5,52,0.00%
-4.5,53,0.00%
-4.5,54,0.00%
-4.5,55,0.00%
-4.5,56,0.00%
-4.5,57,0.00%
-4.5,58,0.00%
-4.5,59,0.00%
-4.5,60,0.00%
-4.5,61,0.00%
-4.5,62,0.00%
-4.5,63,0.00%
-4.5,64,0.00%
-4.5,65,0.00%
-4.5,66,0.00%
-4.5,67,0.00%
-4.5,68,0.00%
-4.5,69,0.00%
-4.5,70,0.00%
-4.5,71,0.00%
-4.5,72,0.00%
-4.5,73,0.00%
-4.5,74,0.00%
-4,-75,0.00%
-4,-74,0.00%
-4,-73,0.00%
-4,-72,0.00%
-4,-71,0.00%
-4,-70,0.00%
-4,-69,0.00%
-4,-68,0.00%
-4,-67,0.00%
-4,-66,0.00%
-4,-65,0.00%
-4,-64,0.00%
-4,-63,0.00%
-4,-62,0.00%
-4,-61,0.00%
-4,-60,0.00%
-4,-59,0.00%
-4,-58,0.00%
-4,-57,0.00%
-4,-56,0.00%
-4,-55,0.00%
-4,-54,0.00%
-4,-53,0.00%
-4,-52,0.00%
-4,-51,0.00%
-4,-50,0.00%
-4,-49,0.00%
-4,-48,0.00%
-4,-47,0.00%
-4,-46,0.01%
-4,-45,0.02%
-4,-44,0.18%
-4,-43,0.44%
-4,-42,0.37%
-4,-41,0.49%
-4,-40,0.22%
-4,-39,0.26%
-4,-38,0.57%
-4,-37,0.25%
-4,-36,0.07%
-4,-35,0.32%
-4,-34,0.73%
-4,-33,0.36%
-4,-32,0.42%
-4,-31,0.88%
-4,-30,0.45%
-4,-29,0.52%
-4,-28,1.08%
-4,-27,0.54%
-4,-26,0.23%
-4,-25,0.69%
-4,-24,1.43%
-4,-23,0.77%
-4,-22,0.90%
-4,-21,1.78%
-4,-20,0.92%
-4,-19,0.43%
-4,-18,1.18%
-4,-17,2.40%
-4,-16,1.30%
-4,-15,1.54%
-4,-14,3.03%
-4,-13,1.53%
-4,-12,0.69%
-4,-11,2.06%
-4,-10,4.29%
-4,-9,2.24%
-4,-8,2.87%
-4,-7,5.94%
-4,-6,2.78%
-4,-5,0.96%
-4,-4,3.66%
-4,-3,8.10%
-4,-2,3.66%
-4,-1,0.80%
-4,0,0.08%
-4,1,0.70%
-4,2,2.03%
-4,3,4.12%
-4,4,1.99%
-4,5,0.68%
-4,6,1.49%
-4,7,2.92%
-4,8,1.48%
-4,9,1.26%
-4,10,2.30%
-4,11,1.13%
-4,12,0.41%
-4,13,0.88%
-4,14,1.70%
-4,15,0.85%
-4,16,0.73%
-4,17,1.36%
-4,18,0.65%
-4,19,0.21%
-4,20,0.50%
-4,21,1.03%
-4,22,0.49%
-4,23,0.42%
-4,24,0.84%
-4,25,0.37%
-4,26,0.09%
-4,27,0.29%
-4,28,0.65%
-4,29,0.29%
-4,30,0.26%
-4,31,0.54%
-4,32,0.23%
-4,33,0.04%
-4,34,0.18%
-4,35,0.43%
-4,36,0.19%
-4,37,0.17%
-4,38,0.37%
-4,39,0.16%
-4,40,0.14%
-4,41,0.32%
-4,42,0.13%
-4,43,0.02%
-4,44,0.11%
-4,45,0.26%
-4,46,0.11%
-4,47,0.01%
-4,48,0.00%
-4,49,0.00%
-4,50,0.00%
-4,51,0.00%
-4,52,0.00%
-4,53,0.00%
-4,54,0.00%
-4,55,0.00%
-4,56,0.00%
-4,57,0.00%
-4,58,0.00%
-4,59,0.00%
-4,60,0.00%
-4,61,0.00%
-4,62,0.00%
-4,63,0.00%
-4,64,0.00%
-4,65,0.00%
-4,66,0.00%
-4,67,0.00%
-4,68,0.00%
-4,69,0.00%
-4,70,0.00%
-4,71,0.00%
-4,72,0.00%
-4,73,0.00%
-4,74,0.00%
-3.5,-75,0.00%
-3.5,-74,0.00%
-3.5,-73,0.00%
-3.5,-72,0.00%
-3.5,-71,0.00%
-3.5,-70,0.00%
-3.5,-69,0.00%
-3.5,-68,0.00%
-3.5,-67,0.00%
-3.5,-66,0.00%
-3.5,-65,0.00%
-3.5,-64,0.00%
-3.5,-63,0.00%
-3.5,-62,0.00%
-3.5,-61,0.00%
-3.5,-60,0.00%
-3.5,-59,0.00%
-3.5,-58,0.00%
-3.5,-57,0.00%
-3.5,-56,0.00%
-3.5,-55,0.00%
-3.5,-54,0.00%
-3.5,-53,0.00%
-3.5,-52,0.00%
-3.5,-51,0.00%
-3.5,-50,0.00%
-3.5,-49,0.00%
-3.5,-48,0.00%
-3.5,-47,0.00%
-3.5,-46,0.01%
-3.5,-45,0.02%
-3.5,-44,0.17%
-3.5,-43,0.43%
-3.5,-42,0.36%
-3.5,-41,0.48%
-3.5,-40,0.22%
-3.5,-39,0.25%
-3.5,-38,0.55%
-3.5,-37,0.24%
-3.5,-36,0.07%
-3.5,-35,0.31%
-3.5,-34,0.70%
-3.5,-33,0.35%
-3.5,-32,0.40%
-3.5,-31,0.85%
-3.5,-30,0.43%
-3.5,-29,0.50%
-3.5,-28,1.04%
-3.5,-27,0.51%
-3.5,-26,0.21%
-3.5,-25,0.66%
-3.5,-24,1.38%
-3.5,-23,0.74%
-3.5,-22,0.86%
-3.5,-21,1.71%
-3.5,-20,0.88%
-3.5,-19,0.41%
-3.5,-18,1.13%
-3.5,-17,2.30%
-3.5,-16,1.25%
-3.5,-15,1.47%
-3.5,-14,2.90%
-3.5,-13,1.47%
-3.5,-12,0.66%
-3.5,-11,1.96%
-3.5,-10,4.08%
-3.5,-9,2.13%
-3.5,-8,2.70%
-3.5,-7,5.56%
-3.5,-6,2.63%
-3.5,-5,0.97%
-3.5,-4,4.03%
-3.5,-3,8.90%
-3.5,-2,3.98%
-3.5,-1,0.82%
-3.5,0,0.08%
-3.5,1,0.70%
-3.5,2,2.08%
-3.5,3,4.23%
-3.5,4,2.03%
-3.5,5,0.69%
-3.5,6,1.52%
-3.5,7,2.98%
-3.5,8,1.52%
-3.5,9,1.28%
-3.5,10,2.35%
-3.5,11,1.15%
-3.5,12,0.42%
-3.5,13,0.89%
-3.5,14,1.73%
-3.5,15,0.87%
-3.5,16,0.75%
-3.5,17,1.39%
-3.5,18,0.66%
-3.5,19,0.22%
-3.5,20,0.51%
-3.5,21,1.04%
-3.5,22,0.50%
-3.5,23,0.43%
-3.5,24,0.85%
-3.5,25,0.38%
-3.5,26,0.10%
-3.5,27,0.30%
-3.5,28,0.65%
-3.5,29,0.30%
-3.5,30,0.26%
-3.5,31,0.55%
-3.5,32,0.23%
-3.5,33,0.04%
-3.5,34,0.19%
-3.5,35,0.43%
-3.5,36,0.19%
-3.5,37,0.17%
-3.5,38,0.37%
-3.5,39,0.16%
-3.5,40,0.14%
-3.5,41,0.32%
-3.5,42,0.13%
-3.5,43,0.02%
-3.5,44,0.11%
-3.5,45,0.26%
-3.5,46,0.11%
-3.5,47,0.01%
-3.5,48,0.00%
-3.5,49,0.00%
-3.5,50,0.00%
-3.5,51,0.00%
-3.5,52,0.00%
-3.5,53,0.00%
-3.5,54,0.00%
-3.5,55,0.00%
-3.5,56,0.00%
-3.5,57,0.00%
-3.5,58,0.00%
-3.5,59,0.00%
-3.5,60,0.00%
-3.5,61,0.00%
-3.5,62,0.00%
-3.5,63,0.00%
-3.5,64,0.00%
-3.5,65,0.00%
-3.5,66,0.00%
-3.5,67,0.00%
-3.5,68,0.00%
-3.5,69,0.00%
-3.5,70,0.00%
-3.5,71,0.00%
-3.5,72,0.00%
-3.5,73,0.00%
-3.5,74,0.00%
-3,-75,0.00%
-3,-74,0.00%
-3,-73,0.00%
-3,-72,0.00%
-3,-71,0.00%
-3,-70,0.00%
-3,-69,0.00%
-3,-68,0.00%
-3,-67,0.00%
-3,-66,0.00%
-3,-65,0.00%
-3,-64,0.00%
-3,-63,0.00%
-3,-62,0.00%
-3,-61,0.00%
-3,-60,0.00%
-3,-59,0.00%
-3,-58,0.00%
-3,-57,0.00%
-3,-56,0.00%
-3,-55,0.00%
-3,-54,0.00%
-3,-53,0.00%
-3,-52,0.00%
-3,-51,0.00%
-3,-50,0.00%
-3,-49,0.00%
-3,-48,0.00%
-3,-47,0.00%
-3,-46,0.00%
-3,-45,0.01%
-3,-44,0.15%
-3,-43,0.38%
-3,-42,0.32%
-3,-41,0.42%
-3,-40,0.19%
-3,-39,0.22%
-3,-38,0.49%
-3,-37,0.21%
-3,-36,0.06%
-3,-35,0.27%
-3,-34,0.62%
-3,-33,0.30%
-3,-32,0.35%
-3,-31,0.75%
-3,-30,0.38%
-3,-29,0.44%
-3,-28,0.91%
-3,-27,0.45%
-3,-26,0.18%
-3,-25,0.57%
-3,-24,1.21%
-3,-23,0.65%
-3,-22,0.75%
-3,-21,1.50%
-3,-20,0.77%
-3,-19,0.36%
-3,-18,0.99%
-3,-17,2.01%
-3,-16,1.09%
-3,-15,1.29%
-3,-14,2.53%
-3,-13,1.29%
-3,-12,0.58%
-3,-11,1.71%
-3,-10,3.54%
-3,-9,1.86%
-3,-8,2.33%
-3,-7,4.77%
-3,-6,2.27%
-3,-5,0.93%
-3,-4,4.49%
-3,-3,10.77%
-3,-2,5.01%
-3,-1,0.90%
-3,0,0.08%
-3,1,0.73%
-3,2,2.22%
-3,3,4.56%
-3,4,2.18%
-3,5,0.73%
-3,6,1.62%
-3,7,3.19%
-3,8,1.62%
-3,9,1.37%
-3,10,2.51%
-3,11,1.23%
-3,12,0.45%
-3,13,0.95%
-3,14,1.84%
-3,15,0.93%
-3,16,0.80%
-3,17,1.48%
-3,18,0.70%
-3,19,0.23%
-3,20,0.55%
-3,21,1.11%
-3,22,0.54%
-3,23,0.46%
-3,24,0.90%
-3,25,0.41%
-3,26,0.11%
-3,27,0.32%
-3,28,0.69%
-3,29,0.32%
-3,30,0.28%
-3,31,0.58%
-3,32,0.25%
-3,33,0.05%
-3,34,0.20%
-3,35,0.46%
-3,36,0.20%
-3,37,0.18%
-3,38,0.39%
-3,39,0.17%
-3,40,0.15%
-3,41,0.34%
-3,42,0.14%
-3,43,0.02%
-3,44,0.11%
-3,45,0.28%
-3,46,0.11%
-3,47,0.01%
-3,48,0.00%
-3,49,0.00%
-3,50,0.00%
-3,51,0.00%
-3,52,0.00%
-3,53,0.00%
-3,54,0.00%
-3,55,0.00%
-3,56,0.00%
-3,57,0.00%
-3,58,0.00%
-3,59,0.00%
-3,60,0.00%
-3,61,0.00%
-3,62,0.00%
-3,63,0.00%
-3,64,0.00%
-3,65,0.00%
-3,66,0.00%
-3,67,0.00%
-3,68,0.00%
-3,69,0.00%
-3,70,0.00%
-3,71,0.00%
-3,72,0.00%
-3,73,0.00%
-3,74,0.00%
-2.5,-75,0.00%
-2.5,-74,0.00%
-2.5,-73,0.00%
-2.5,-72,0.00%
-2.5,-71,0.00%
-2.5,-70,0.00%
-2.5,-69,0.00%
-2.5,-68,0.00%
-2.5,-67,0.00%
-2.5,-66,0.00%
-2.5,-65,0.00%
-2.5,-64,0.00%
-2.5,-63,0.00%
-2.5,-62,0.00%
-2.5,-61,0.00%
-2.5,-60,0.00%
-2.5,-59,0.00%
-2.5,-58,0.00%
-2.5,-57,0.00%
-2.5,-56,0.00%
-2.5,-55,0.00%
-2.5,-54,0.00%
-2.5,-53,0.00%
-2.5,-52,0.00%
-2.5,-51,0.00%
-2.5,-50,0.00%
-2.5,-49,0.00%
-2.5,-48,0.00%
-2.5,-47,0.00%
-2.5,-46,0.00%
-2.5,-45,0.01%
-2.5,-44,0.15%
-2.5,-43,0.37%
-2.5,-42,0.31%
-2.5,-41,0.41%
-2.5,-40,0.18%
-2.5,-39,0.21%
-2.5,-38,0.47%
-2.5,-37,0.21%
-2.5,-36,0.06%
-2.5,-35,0.26%
-2.5,-34,0.60%
-2.5,-33,0.29%
-2.5,-32,0.34%
-2.5,-31,0.72%
-2.5,-30,0.36%
-2.5,-29,0.42%
-2.5,-28,0.88%
-2.5,-27,0.43%
-2.5,-26,0.17%
-2.5,-25,0.55%
-2.5,-24,1.16%
-2.5,-23,0.62%
-2.5,-22,0.72%
-2.5,-21,1.43%
-2.5,-20,0.74%
-2.5,-19,0.34%
-2.5,-18,0.94%
-2.5,-17,1.92%
-2.5,-16,1.05%
-2.5,-15,1.23%
-2.5,-14,2.42%
-2.5,-13,1.24%
-2.5,-12,0.56%
-2.5,-11,1.63%
-2.5,-10,3.36%
-2.5,-9,1.77%
-2.5,-8,2.20%
-2.5,-7,4.49%
-2.5,-6,2.15%
-2.5,-5,0.85%
-2.5,-4,3.64%
-2.5,-3,8.13%
-2.5,-2,4.52%
-2.5,-1,0.93%
-2.5,0,0.09%
-2.5,1,0.82%
-2.5,2,2.57%
-2.5,3,5.30%
-2.5,4,2.53%
-2.5,5,0.83%
-2.5,6,1.86%
-2.5,7,3.68%
-2.5,8,1.86%
-2.5,9,1.57%
-2.5,10,2.89%
-2.5,11,1.42%
-2.5,12,0.52%
-2.5,13,1.10%
-2.5,14,2.12%
-2.5,15,1.07%
-2.5,16,0.92%
-2.5,17,1.69%
-2.5,18,0.81%
-2.5,19,0.27%
-2.5,20,0.63%
-2.5,21,1.27%
-2.5,22,0.62%
-2.5,23,0.53%
-2.5,24,1.03%
-2.5,25,0.47%
-2.5,26,0.12%
-2.5,27,0.37%
-2.5,28,0.79%
-2.5,29,0.36%
-2.5,30,0.32%
-2.5,31,0.66%
-2.5,32,0.28%
-2.5,33,0.05%
-2.5,34,0.23%
-2.5,35,0.52%
-2.5,36,0.23%
-2.5,37,0.20%
-2.5,38,0.44%
-2.5,39,0.19%
-2.5,40,0.17%
-2.5,41,0.38%
-2.5,42,0.16%
-2.5,43,0.02%
-2.5,44,0.13%
-2.5,45,0.31%
-2.5,46,0.13%
-2.5,47,0.01%
-2.5,48,0.00%
-2.5,49,0.00%
-2.5,50,0.00%
-2.5,51,0.00%
-2.5,52,0.00%
-2.5,53,0.00%
-2.5,54,0.00%
-2.5,55,0.00%
-2.5,56,0.00%
-2.5,57,0.00%
-2.5,58,0.00%
-2.5,59,0.00%
-2.5,60,0.00%
-2.5,61,0.00%
-2.5,62,0.00%
-2.5,63,0.00%
-2.5,64,0.00%
-2.5,65,0.00%
-2.5,66,0.00%
-2.5,67,0.00%
-2.5,68,0.00%
-2.5,69,0.00%
-2.5,70,0.00%
-2.5,71,0.00%
-2.5,72,0.00%
-2.5,73,0.00%
-2.5,74,0.00%
-2,-75,0.00%
-2,-74,0.00%
-2,-73,0.00%
-2,-72,0.00%
-2,-71,0.00%
-2,-70,0.00%
-2,-69,0.00%
-2,-68,0.00%
-2,-67,0.00%
-2,-66,0.00%
-2,-65,0.00%
-2,-64,0.00%
-2,-63,0.00%
-2,-62,0.00%
-2,-61,0.00%
-2,-60,0.00%
-2,-59,0.00%
-2,-58,0.00%
-2,-57,0.00%
-2,-56,0.00%
-2,-55,0.00%
-2,-54,0.00%
-2,-53,0.00%
-2,-52,0.00%
-2,-51,0.00%
-2,-50,0.00%
-2,-49,0.00%
-2,-48,0.00%
-2,-47,0.00%
-2,-46,0.00%
-2,-45,0.01%
-2,-44,0.15%
-2,-43,0.36%
-2,-42,0.31%
-2,-41,0.40%
-2,-40,0.18%
-2,-39,0.21%
-2,-38,0.46%
-2,-37,0.20%
-2,-36,0.05%
-2,-35,0.26%
-2,-34,0.59%
-2,-33,0.29%
-2,-32,0.33%
-2,-31,0.71%
-2,-30,0.36%
-2,-29,0.41%
-2,-28,0.87%
-2,-27,0.42%
-2,-26,0.17%
-2,-25,0.54%
-2,-24,1.14%
-2,-23,0.61%
-2,-22,0.71%
-2,-21,1.41%
-2,-20,0.72%
-2,-19,0.33%
-2,-18,0.93%
-2,-17,1.89%
-2,-16,1.03%
-2,-15,1.21%
-2,-14,2.37%
-2,-13,1.21%
-2,-12,0.56%
-2,-11,1.59%
-2,-10,3.28%
-2,-9,1.74%
-2,-8,2.14%
-2,-7,4.34%
-2,-6,2.09%
-2,-5,0.84%
-2,-4,3.34%
-2,-3,7.40%
-2,-2,3.71%
-2,-1,0.92%
-2,0,0.09%
-2,1,0.85%
-2,2,2.74%
-2,3,5.68%
-2,4,2.70%
-2,5,0.87%
-2,6,1.97%
-2,7,3.92%
-2,8,1.98%
-2,9,1.66%
-2,10,3.06%
-2,11,1.50%
-2,12,0.55%
-2,13,1.16%
-2,14,2.24%
-2,15,1.14%
-2,16,0.97%
-2,17,1.79%
-2,18,0.86%
-2,19,0.29%
-2,20,0.67%
-2,21,1.34%
-2,22,0.65%
-2,23,0.56%
-2,24,1.09%
-2,25,0.50%
-2,26,0.13%
-2,27,0.39%
-2,28,0.83%
-2,29,0.38%
-2,30,0.33%
-2,31,0.69%
-2,32,0.30%
-2,33,0.06%
-2,34,0.24%
-2,35,0.55%
-2,36,0.24%
-2,37,0.21%
-2,38,0.46%
-2,39,0.20%
-2,40,0.18%
-2,41,0.40%
-2,42,0.16%
-2,43,0.02%
-2,44,0.13%
-2,45,0.33%
-2,46,0.13%
-2,47,0.01%
-2,48,0.00%
-2,49,0.00%
-2,50,0.00%
-2,51,0.00%
-2,52,0.00%
-2,53,0.00%
-2,54,0.00%
-2,55,0.00%
-2,56,0.00%
-2,57,0.00%
-2,58,0.00%
-2,59,0.00%
-2,60,0.00%
-2,61,0.00%
-2,62,0.00%
-2,63,0.00%
-2,64,0.00%
-2,65,0.00%
-2,66,0.00%
-2,67,0.00%
-2,68,0.00%
-2,69,0.00%
-2,70,0.00%
-2,71,0.00%
-2,72,0.00%
-2,73,0.00%
-2,74,0.00%
-1.5,-75,0.00%
-1.5,-74,0.00%
-1.5,-73,0.00%
-1.5,-72,0.00%
-1.5,-71,0.00%
-1.5,-70,0.00%
-1.5,-69,0.00%
-1.5,-68,0.00%
-1.5,-67,0.00%
-1.5,-66,0.00%
-1.5,-65,0.00%
-1.5,-64,0.00%
-1.5,-63,0.00%
-1.5,-62,0.00%
-1.5,-61,0.00%
-1.5,-60,0.00%
-1.5,-59,0.00%
-1.5,-58,0.00%
-1.5,-57,0.00%
-1.5,-56,0.00%
-1.5,-55,0.00%
-1.5,-54,0.00%
-1.5,-53,0.00%
-1.5,-52,0.00%
-1.5,-51,0.00%
-1.5,-50,0.00%
-1.5,-49,0.00%
-1.5,-48,0.00%
-1.5,-47,0.00%
-1.5,-46,0.00%
-1.5,-45,0.01%
-1.5,-44,0.15%
-1.5,-43,0.36%
-1.5,-42,0.30%
-1.5,-41,0.40%
-1.5,-40,0.18%
-1.5,-39,0.21%
-1.5,-38,0.46%
-1.5,-37,0.20%
-1.5,-36,0.05%
-1.5,-35,0.25%
-1.5,-34,0.58%
-1.5,-33,0.28%
-1.5,-32,0.33%
-1.5,-31,0.70%
-1.5,-30,0.35%
-1.5,-29,0.41%
-1.5,-28,0.86%
-1.5,-27,0.41%
-1.5,-26,0.16%
-1.5,-25,0.53%
-1.5,-24,1.13%
-1.5,-23,0.60%
-1.5,-22,0.70%
-1.5,-21,1.39%
-1.5,-20,0.71%
-1.5,-19,0.33%
-1.5,-18,0.91%
-1.5,-17,1.86%
-1.5,-16,1.01%
-1.5,-15,1.19%
-1.5,-14,2.33%
-1.5,-13,1.20%
-1.5,-12,0.55%
-1.5,-11,1.56%
-1.5,-10,3.21%
-1.5,-9,1.71%
-1.5,-8,2.09%
-1.5,-7,4.22%
-1.5,-6,2.05%
-1.5,-5,0.83%
-1.5,-4,3.15%
-1.5,-3,6.91%
-1.5,-2,3.15%
-1.5,-1,0.90%
-1.5,0,0.09%
-1.5,1,0.86%
-1.5,2,2.87%
-1.5,3,5.99%
-1.5,4,2.83%
-1.5,5,0.89%
-1.5,6,2.05%
-1.5,7,4.08%
-1.5,8,2.06%
-1.5,9,1.72%
-1.5,10,3.18%
-1.5,11,1.56%
-1.5,12,0.57%
-1.5,13,1.20%
-1.5,14,2.33%
-1.5,15,1.18%
-1.5,16,1.01%
-1.5,17,1.86%
-1.5,18,0.90%
-1.5,19,0.31%
-1.5,20,0.70%
-1.5,21,1.39%
-1.5,22,0.68%
-1.5,23,0.58%
-1.5,24,1.12%
-1.5,25,0.51%
-1.5,26,0.14%
-1.5,27,0.40%
-1.5,28,0.86%
-1.5,29,0.40%
-1.5,30,0.34%
-1.5,31,0.71%
-1.5,32,0.31%
-1.5,33,0.06%
-1.5,34,0.25%
-1.5,35,0.56%
-1.5,36,0.25%
-1.5,37,0.22%
-1.5,38,0.48%
-1.5,39,0.21%
-1.5,40,0.18%
-1.5,41,0.41%
-1.5,42,0.17%
-1.5,43,0.02%
-1.5,44,0.14%
-1.5,45,0.33%
-1.5,46,0.14%
-1.5,47,0.01%
-1.5,48,0.00%
-1.5,49,0.00%
-1.5,50,0.00%
-1.5,51,0.00%
-1.5,52,0.00%
-1.5,53,0.00%
-1.5,54,0.00%
-1.5,55,0.00%
-1.5,56,0.00%
-1.5,57,0.00%
-1.5,58,0.00%
-1.5,59,0.00%
-1.5,60,0.00%
-1.5,61,0.00%
-1.5,62,0.00%
-1.5,63,0.00%
-1.5,64,0.00%
-1.5,65,0.00%
-1.5,66,0.00%
-1.5,67,0.00%
-1.5,68,0.00%
-1.5,69,0.00%
-1.5,70,0.00%
-1.5,71,0.00%
-1.5,72,0.00%
-1.5,73,0.00%
-1.5,74,0.00%
-1,-75,0.00%
-1,-74,0.00%
-1,-73,0.00%
-1,-72,0.00%
-1,-71,0.00%
-1,-70,0.00%
-1,-69,0.00%
-1,-68,0.00%
-1,-67,0.00%
-1,-66,0.00%
-1,-65,0.00%
-1,-64,0.00%
-1,-63,0.00%
-1,-62,0.00%
-1,-61,0.00%
-1,-60,0.00%
-1,-59,0.00%
-1,-58,0.00%
-1,-57,0.00%
-1,-56,0.00%
-1,-55,0.00%
-1,-54,0.00%
-1,-53,0.00%
-1,-52,0.00%
-1,-51,0.00%
-1,-50,0.00%
-1,-49,0.00%
-1,-48,0.00%
-1,-47,0.00%
-1,-46,0.00%
-1,-45,0.01%
-1,-44,0.15%
-1,-43,0.37%
-1,-42,0.31%
-1,-41,0.41%
-1,-40,0.18%
-1,-39,0.21%
-1,-38,0.47%
-1,-37,0.20%
-1,-36,0.05%
-1,-35,0.25%
-1,-34,0.59%
-1,-33,0.28%
-1,-32,0.33%
-1,-31,0.71%
-1,-30,0.35%
-1,-29,0.41%
-1,-28,0.86%
-1,-27,0.41%
-1,-26,0.16%
-1,-25,0.53%
-1,-24,1.13%
-1,-23,0.60%
-1,-22,0.70%
-1,-21,1.40%
-1,-20,0.71%
-1,-19,0.33%
-1,-18,0.91%
-1,-17,1.87%
-1,-16,1.02%
-1,-15,1.19%
-1,-14,2.34%
-1,-13,1.20%
-1,-12,0.56%
-1,-11,1.57%
-1,-10,3.21%
-1,-9,1.71%
-1,-8,2.08%
-1,-7,4.19%
-1,-6,2.04%
-1,-5,0.83%
-1,-4,3.05%
-1,-3,6.65%
-1,-2,3.06%
-1,-1,0.80%
-1,0,0.09%
-1,1,0.85%
-1,2,2.92%
-1,3,6.14%
-1,4,2.88%
-1,5,0.89%
-1,6,2.07%
